address,ip,port,is_valid,latency_ms,net_type,net_type_en,country,region,city,isp,location,source,category,validation_error
47.242.138.67:5555,47.242.138.67,5555,True,152.71,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.242.142.221:8888,47.242.142.221,8888,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Timeout
47.242.145.249:1080,47.242.145.249,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.242.149.39:1080,47.242.149.39,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Timeout
47.242.152.105:1080,47.242.152.105,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.242.153.148:1080,47.242.153.148,1080,True,158.47,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.242.162.52:1080,47.242.162.52,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.242.163.184:5555,47.242.163.184,5555,True,147.86,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.242.164.12:5555,47.242.164.12,5555,True,154.47,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.242.165.225:5555,47.242.165.225,5555,True,151.18,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.242.168.35:1080,47.242.168.35,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.242.172.90:5555,47.242.172.90,5555,True,152.23,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.242.184.152:5555,47.242.184.152,5555,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.242.212.58:1080,47.242.212.58,1080,True,158.9,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.242.212.59:1080,47.242.212.59,1080,True,152.86,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.242.212.155:1080,47.242.212.155,1080,True,159.26,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.242.214.4:1080,47.242.214.4,1080,True,153.45,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.242.216.128:1080,47.242.216.128,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.242.219.207:1080,47.242.219.207,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.242.234.118:5555,47.242.234.118,5555,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.242.252.73:5555,47.242.252.73,5555,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.243.4.6:1080,47.243.4.6,1080,True,157.94,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.5.233:1080,47.243.5.233,1080,True,153.2,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.6.120:1080,47.243.6.120,1080,True,146.0,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.7.120:1080,47.243.7.120,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.243.7.224:1080,47.243.7.224,1080,True,146.35,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.11.128:1080,47.243.11.128,1080,True,147.06,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.14.117:1080,47.243.14.117,1080,True,147.08,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.19.190:5555,47.243.19.190,5555,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.243.72.227:5555,47.243.72.227,5555,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.243.123.29:1080,47.243.123.29,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Timeout
47.243.126.222:1080,47.243.126.222,1080,True,146.39,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.136.25:1080,47.243.136.25,1080,True,152.25,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.141.203:1080,47.243.141.203,1080,True,152.09,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.163.226:5555,47.243.163.226,5555,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.243.178.162:1080,47.243.178.162,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.243.179.186:1080,47.243.179.186,1080,True,157.37,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.179.219:1080,47.243.179.219,1080,True,147.62,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.179.248:1080,47.243.179.248,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.243.186.147:1080,47.243.186.147,1080,True,152.33,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.187.133:5555,47.243.187.133,5555,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.243.187.144:1080,47.243.187.144,1080,True,157.23,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.188.99:1080,47.243.188.99,1080,True,148.15,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.189.61:1080,47.243.189.61,1080,True,158.96,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.189.253:1080,47.243.189.253,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.243.190.179:1080,47.243.190.179,1080,True,152.61,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.226.207:1080,47.243.226.207,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Timeout
47.243.227.135:1080,47.243.227.135,1080,True,146.42,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.228.145:1080,47.243.228.145,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Timeout
47.243.229.80:1080,47.243.229.80,1080,True,146.1,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.233.169:1080,47.243.233.169,1080,True,146.41,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
47.243.246.240:5555,47.243.246.240,5555,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
47.251.104.77:1080,47.251.104.77,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Timeout
47.251.113.129:1080,47.251.113.129,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Timeout
49.50.72.246:443,49.50.72.246,443,True,240.67,,unknown,通用,,,,通用,results,local-general,
49.64.242.111:1080,49.64.242.111,1080,False,,,unknown,中国,,,,中国,ResultsCN,local-CN,Timeout
49.75.59.224:1080,49.75.59.224,1080,False,,,unknown,中国,,,,中国,ResultsCN,local-CN,Timeout
51.38.94.252:443,51.38.94.252,443,True,149.7,,unknown,通用,,,,通用,results,local-general,
51.38.179.176:443,51.38.179.176,443,True,147.58,,unknown,通用,,,,通用,results,local-general,
51.68.192.76:14443,51.68.192.76,14443,True,141.23,,unknown,通用,,,,通用,results,local-general,
51.83.77.59:443,51.83.77.59,443,True,153.67,,unknown,通用,,,,通用,results,local-general,
51.91.251.117:443,51.91.251.117,443,True,144.27,,unknown,通用,,,,通用,results,local-general,
51.159.70.244:443,51.159.70.244,443,True,159.66,,unknown,通用,,,,通用,results,local-general,
51.195.107.167:8000,51.195.107.167,8000,True,156.52,,unknown,通用,,,,通用,results,local-general,
52.1.130.127:443,52.1.130.127,443,True,74.22,,unknown,通用,,,,通用,results,local-general,
52.140.7.131:443,52.140.7.131,443,True,213.04,,unknown,通用,,,,通用,results,local-general,
52.157.156.231:443,52.157.156.231,443,True,147.16,,unknown,通用,,,,通用,results,local-general,
52.175.30.9:443,52.175.30.9,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
52.178.94.61:443,52.178.94.61,443,True,152.91,,unknown,通用,,,,通用,results,local-general,
52.233.143.240:443,52.233.143.240,443,True,139.41,,unknown,通用,,,,通用,results,local-general,
54.37.72.89:443,54.37.72.89,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
54.75.58.210:443,54.75.58.210,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
57.128.129.70:443,57.128.129.70,443,True,143.05,,unknown,通用,,,,通用,results,local-general,
64.201.141.139:443,64.201.141.139,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
65.109.40.163:8443,65.109.40.163,8443,True,171.53,,unknown,通用,,,,通用,results,local-general,
66.70.143.16:443,66.70.143.16,443,True,70.16,,unknown,通用,,,,通用,results,local-general,
69.63.198.38:50161,69.63.198.38,50161,True,8.74,,unknown,,,,,,socks5-proxy,socks5,
69.164.195.111:443,69.164.195.111,443,True,41.95,,unknown,通用,,,,通用,results,local-general,
70.90.108.180:443,70.90.108.180,443,False,,,unknown,通用,,,,通用,results,local-general,Refused
72.80.179.139:443,72.80.179.139,443,True,74.45,,unknown,通用,,,,通用,results,local-general,
72.212.180.54:443,72.212.180.54,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
72.213.88.134:443,72.213.88.134,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
74.48.9.230:443,74.48.9.230,443,True,9.88,,unknown,通用,,,,通用,results,local-general,
74.103.66.15:443,74.103.66.15,443,True,69.75,,unknown,通用,,,,通用,results,local-general,
74.103.66.18:443,74.103.66.18,443,True,76.8,,unknown,通用,,,,通用,results,local-general,
74.134.161.220:443,74.134.161.220,443,True,82.51,,unknown,通用,,,,通用,results,local-general,
74.207.244.164:443,74.207.244.164,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
74.208.84.191:443,74.208.84.191,443,True,58.36,,unknown,通用,,,,通用,results,local-general,
74.208.228.10:443,74.208.228.10,443,True,58.55,,unknown,通用,,,,通用,results,local-general,
77.65.70.50:5443,77.65.70.50,5443,True,176.85,,unknown,通用,,,,通用,results,local-general,
77.81.71.62:443,77.81.71.62,443,True,184.95,,unknown,通用,,,,通用,results,local-general,
78.47.151.233:443,78.47.151.233,443,True,162.43,,unknown,通用,,,,通用,results,local-general,
79.117.3.198:443,79.117.3.198,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
79.133.217.232:443,79.133.217.232,443,True,157.14,,unknown,通用,,,,通用,results,local-general,
79.133.217.233:443,79.133.217.233,443,True,162.19,,unknown,通用,,,,通用,results,local-general,
79.133.217.236:443,79.133.217.236,443,True,162.21,,unknown,通用,,,,通用,results,local-general,
79.133.217.237:443,79.133.217.237,443,True,162.24,,unknown,通用,,,,通用,results,local-general,
79.139.56.178:443,79.139.56.178,443,True,160.26,,unknown,通用,,,,通用,results,local-general,
79.188.239.40:8443,79.188.239.40,8443,True,189.59,,unknown,通用,,,,通用,results,local-general,
79.188.239.41:8443,79.188.239.41,8443,True,179.42,,unknown,通用,,,,通用,results,local-general,
79.188.239.42:8443,79.188.239.42,8443,True,187.06,,unknown,通用,,,,通用,results,local-general,
79.188.239.43:8443,79.188.239.43,8443,True,184.42,,unknown,通用,,,,通用,results,local-general,
79.188.239.44:8443,79.188.239.44,8443,True,188.75,,unknown,通用,,,,通用,results,local-general,
79.188.239.45:8443,79.188.239.45,8443,True,189.27,,unknown,通用,,,,通用,results,local-general,
79.188.239.46:8443,79.188.239.46,8443,True,178.67,,unknown,通用,,,,通用,results,local-general,
79.188.239.47:8443,79.188.239.47,8443,True,192.73,,unknown,通用,,,,通用,results,local-general,
80.11.220.238:443,80.11.220.238,443,True,166.07,,unknown,通用,,,,通用,results,local-general,
80.72.39.35:443,80.72.39.35,443,True,162.04,,unknown,通用,,,,通用,results,local-general,
80.74.28.42:20000,80.74.28.42,20000,True,158.31,,unknown,,,,,,socks5-proxy,socks5,
80.77.112.216:443,80.77.112.216,443,True,165.99,,unknown,通用,,,,通用,results,local-general,
80.97.226.98:443,80.97.226.98,443,True,217.11,,unknown,通用,,,,通用,results,local-general,
80.154.6.4:443,80.154.6.4,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
81.25.50.12:8480,81.25.50.12,8480,True,193.06,,unknown,通用,,,,通用,results,local-general,
81.25.50.12:8481,81.25.50.12,8481,True,197.39,,unknown,通用,,,,通用,results,local-general,
81.34.37.187:443,81.34.37.187,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
81.171.24.164:443,81.171.24.164,443,True,147.45,,unknown,通用,,,,通用,results,local-general,
82.64.46.151:443,82.64.46.151,443,True,168.83,,unknown,通用,,,,通用,results,local-general,
82.67.119.68:443,82.67.119.68,443,True,152.95,,unknown,通用,,,,通用,results,local-general,
82.196.220.217:443,82.196.220.217,443,True,157.67,,unknown,通用,,,,通用,results,local-general,
83.13.36.250:443,83.13.36.250,443,True,187.54,,unknown,通用,,,,通用,results,local-general,
83.103.36.213:443,83.103.36.213,443,True,152.14,,unknown,通用,,,,通用,results,local-general,
84.72.72.153:443,84.72.72.153,443,True,170.27,,unknown,通用,,,,通用,results,local-general,
84.145.134.55:443,84.145.134.55,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
85.118.37.254:443,85.118.37.254,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
85.158.220.164:443,85.158.220.164,443,True,203.51,,unknown,通用,,,,通用,results,local-general,
85.193.234.121:5443,85.193.234.121,5443,True,166.45,,unknown,通用,,,,通用,results,local-general,
86.132.233.52:4433,86.132.233.52,4433,False,,,unknown,通用,,,,通用,results,local-general,Timeout
87.238.253.66:443,87.238.253.66,443,True,147.85,,unknown,通用,,,,通用,results,local-general,
88.135.143.159:443,88.135.143.159,443,True,176.67,,unknown,通用,,,,通用,results,local-general,
88.197.53.165:443,88.197.53.165,443,True,193.3,,unknown,通用,,,,通用,results,local-general,
88.209.119.226:1080,88.209.119.226,1080,True,152.66,,unknown,,,,,,socks5-proxy,socks5,
89.33.44.23:443,89.33.44.23,443,True,191.72,,unknown,通用,,,,通用,results,local-general,
89.117.77.215:443,89.117.77.215,443,True,75.1,,unknown,通用,,,,通用,results,local-general,
89.234.183.82:443,89.234.183.82,443,True,158.62,,unknown,通用,,,,通用,results,local-general,
91.2.28.230:4443,91.2.28.230,4443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
91.135.75.44:443,91.135.75.44,443,True,165.79,,unknown,通用,,,,通用,results,local-general,
91.227.97.113:443,91.227.97.113,443,True,152.89,,unknown,通用,,,,通用,results,local-general,
92.242.41.77:443,92.242.41.77,443,True,188.74,,unknown,通用,,,,通用,results,local-general,
93.63.43.131:443,93.63.43.131,443,True,165.47,,unknown,通用,,,,通用,results,local-general,
93.115.26.111:443,93.115.26.111,443,True,171.52,,unknown,通用,,,,通用,results,local-general,
93.180.217.254:443,93.180.217.254,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
94.228.188.131:443,94.228.188.131,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
94.246.130.82:443,94.246.130.82,443,True,169.52,,unknown,通用,,,,通用,results,local-general,
94.246.130.82:5443,94.246.130.82,5443,True,332.09,,unknown,通用,,,,通用,results,local-general,
95.48.178.162:11443,95.48.178.162,11443,True,190.34,,unknown,通用,,,,通用,results,local-general,
95.51.57.25:9443,95.51.57.25,9443,True,202.3,,unknown,通用,,,,通用,results,local-general,
95.79.137.60:10801,95.79.137.60,10801,False,,,unknown,,,,,,socks5-proxy,socks5,Timeout
95.104.231.79:443,95.104.231.79,443,True,219.55,,unknown,通用,,,,通用,results,local-general,
95.110.141.122:8888,95.110.141.122,8888,True,148.29,,unknown,通用,,,,通用,results,local-general,
95.164.1.87:443,95.164.1.87,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
95.183.53.35:443,95.183.53.35,443,True,149.89,,unknown,通用,,,,通用,results,local-general,
95.213.206.11:8008,95.213.206.11,8008,True,187.9,,unknown,通用,,,,通用,results,local-general,
95.213.206.11:8009,95.213.206.11,8009,True,1235.3,,unknown,通用,,,,通用,results,local-general,
95.217.233.255:443,95.217.233.255,443,True,176.88,,unknown,通用,,,,通用,results,local-general,
95.253.143.236:443,95.253.143.236,443,True,167.06,,unknown,通用,,,,通用,results,local-general,
98.109.32.249:443,98.109.32.249,443,True,71.92,,unknown,通用,,,,通用,results,local-general,
98.168.113.194:443,98.168.113.194,443,True,110.72,,unknown,通用,,,,通用,results,local-general,
101.33.74.115:20000,101.33.74.115,20000,True,129.54,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,
101.33.79.182:1080,101.33.79.182,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Refused
101.33.80.72:1080,101.33.80.72,1080,False,,,unknown,韩国,,,,韩国,ResultsAHT,local-AHT,Timeout
101.89.121.209:1080,101.89.121.209,1080,False,,,unknown,中国,,,,中国,ResultsCN,local-CN,Refused
101.89.148.118:1080,101.89.148.118,1080,False,,,unknown,中国,,,,中国,ResultsCN,local-CN,Refused
101.89.216.23:1080,101.89.216.23,1080,False,,,unknown,中国,,,,中国,ResultsCN,local-CN,Refused
101.91.170.6:1080,101.91.170.6,1080,False,,,unknown,中国,,,,中国,ResultsCN,local-CN,Refused
101.91.216.235:1080,101.91.216.235,1080,False,,,unknown,中国,,,,中国,ResultsCN,local-CN,Timeout
101.91.226.106:1080,101.91.226.106,1080,False,,,unknown,中国,,,,中国,ResultsCN,local-CN,Refused
101.201.247.245:1080,101.201.247.245,1080,False,,,unknown,中国,,,,中国,ResultsCN,local-CN,Timeout
103.1.100.17:443,103.1.100.17,443,True,225.66,,unknown,通用,,,,通用,results,local-general,
103.3.63.59:443,103.3.63.59,443,True,172.79,,unknown,通用,,,,通用,results,local-general,
103.13.168.105:443,103.13.168.105,443,True,111.91,,unknown,通用,,,,通用,results,local-general,
103.87.175.33:443,103.87.175.33,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
103.104.73.130:443,103.104.73.130,443,True,243.31,,unknown,通用,,,,通用,results,local-general,
103.113.118.6:443,103.113.118.6,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
103.129.152.198:443,103.129.152.198,443,True,204.17,,unknown,通用,,,,通用,results,local-general,
103.248.60.168:443,103.248.60.168,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
104.16.158.249:443,104.16.158.249,443,True,1.86,,unknown,,,,,,bestcf,proxy,
104.16.163.121:443,104.16.163.121,443,True,1.68,,unknown,,,,,,edgetunnel-output,cloudflare,
104.16.248.48:443,104.16.248.48,443,True,1.65,,unknown,,,,,,bestcf,proxy,
104.16.251.148:443,104.16.251.148,443,True,2.0,,unknown,,,,,,bestcf,proxy,
104.17.22.240:443,104.17.22.240,443,True,1.77,,unknown,,,,,,bestcf,proxy,
104.17.144.235:443,104.17.144.235,443,True,1.55,,unknown,,,,,,bestcf,proxy,
104.17.182.11:443,104.17.182.11,443,True,1.62,,unknown,,,,,,bestcf,proxy,
104.18.95.26:443,104.18.95.26,443,True,2.0,,unknown,,,,,,bestcf,proxy,
104.21.21.7:443,104.21.21.7,443,True,1.56,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.25.254:443,104.21.25.254,443,True,1.47,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.42.245:443,104.21.42.245,443,True,1.44,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.50.115:443,104.21.50.115,443,True,1.59,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.61.89:443,104.21.61.89,443,True,2.01,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.94.120:443,104.21.94.120,443,True,2.39,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.216.127:443,104.21.216.127,443,True,1.98,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.219.237:443,104.21.219.237,443,True,1.45,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.226.195:443,104.21.226.195,443,True,18.82,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.226.239:443,104.21.226.239,443,True,18.9,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.234.106:443,104.21.234.106,443,True,19.05,,unknown,,,,,,edgetunnel-output,cloudflare,
104.21.236.102:443,104.21.236.102,443,True,18.87,,unknown,,,,,,edgetunnel-output,cloudflare,
104.24.30.154:443,104.24.30.154,443,True,1.63,,unknown,,,,,,edgetunnel-output,cloudflare,
104.24.75.136:443,104.24.75.136,443,True,1.79,,unknown,,,,,,edgetunnel-output,cloudflare,
104.24.156.219:443,104.24.156.219,443,True,2.02,,unknown,,,,,,edgetunnel-output,cloudflare,
104.24.186.117:443,104.24.186.117,443,True,1.92,,unknown,,,,,,edgetunnel-output,cloudflare,
104.24.238.9:443,104.24.238.9,443,True,1.51,,unknown,,,,,,edgetunnel-output,cloudflare,
104.25.16.178:443,104.25.16.178,443,True,1.57,,unknown,,,,,,edgetunnel-output,cloudflare,
104.25.21.72:443,104.25.21.72,443,True,2.17,,unknown,,,,,,edgetunnel-output,cloudflare,
104.25.64.131:443,104.25.64.131,443,True,1.44,,unknown,,,,,,edgetunnel-output,cloudflare,
104.25.68.237:443,104.25.68.237,443,True,1.46,,unknown,,,,,,edgetunnel-output,cloudflare,
104.25.80.87:443,104.25.80.87,443,True,2.26,,unknown,,,,,,edgetunnel-output,cloudflare,
104.25.112.199:443,104.25.112.199,443,True,1.69,,unknown,,,,,,edgetunnel-output,cloudflare,
104.25.177.47:443,104.25.177.47,443,True,1.73,,unknown,,,,,,edgetunnel-output,cloudflare,
104.25.192.204:443,104.25.192.204,443,True,2.14,,unknown,,,,,,edgetunnel-output,cloudflare,
104.26.7.51:443,104.26.7.51,443,True,1.68,,unknown,,,,,,edgetunnel-output,cloudflare,
104.27.0.57:443,104.27.0.57,443,True,1.64,,unknown,,,,,,edgetunnel-output,cloudflare,
104.27.60.125:443,104.27.60.125,443,True,1.66,,unknown,,,,,,edgetunnel-output,cloudflare,
104.27.73.218:443,104.27.73.218,443,True,1.59,,unknown,,,,,,edgetunnel-output,cloudflare,
104.130.142.41:443,104.130.142.41,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
104.196.176.148:443,104.196.176.148,443,False,,,unknown,通用,,,,通用,results,local-general,Timeout
104.218.50.155:443,104.218.50.155,443,True,71.23,,unknown,通用,,,,通用,results,local-general,
104.236.195.215:443,104.236.195.215,443,True,83.46,,unknown,通用,,,,通用,results,local-general,
104.236.205.59:443,104.236.205.59,443,True,84.35,,unknown,通用,,,,通用,results,local-general,
106.14.80.214:443,106.14.80.214,443,True,205.66,,unknown,通用,,,,通用,results,local-general,
106.14.150.205:443,106.14.150.205,443,True,204.66,,unknown,通用,,,,通用,results,local-general,
106.75.26.70:443,106.75.26.70,443,True,221.76,,unknown,通用,,,,通用,results,local-general,
106.227.92.105:7198,106.227.92.105,7198,True,197.32,,unknown,中国,,,,中国,ResultsCN,local-CN,
107.163.195.2:10000,107.163.195.2,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.6:10000,107.163.195.6,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.9:10000,107.163.195.9,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.10:10000,107.163.195.10,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.15:10000,107.163.195.15,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.16:10000,107.163.195.16,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.17:10000,107.163.195.17,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.18:10000,107.163.195.18,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.20:10000,107.163.195.20,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.21:10000,107.163.195.21,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.23:10000,107.163.195.23,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.25:10000,107.163.195.25,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.26:10000,107.163.195.26,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.28:10000,107.163.195.28,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.32:10000,107.163.195.32,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.33:10000,107.163.195.33,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.34:10000,107.163.195.34,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.35:10000,107.163.195.35,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.36:10000,107.163.195.36,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.37:10000,107.163.195.37,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.38:10000,107.163.195.38,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.39:10000,107.163.195.39,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.41:10000,107.163.195.41,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.42:10000,107.163.195.42,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.43:10000,107.163.195.43,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.44:10000,107.163.195.44,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.45:10000,107.163.195.45,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.47:10000,107.163.195.47,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.48:10000,107.163.195.48,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.49:10000,107.163.195.49,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.51:10000,107.163.195.51,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.52:10000,107.163.195.52,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.55:10000,107.163.195.55,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.57:10000,107.163.195.57,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.58:10000,107.163.195.58,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.61:10000,107.163.195.61,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.63:10000,107.163.195.63,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.65:10000,107.163.195.65,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.66:10000,107.163.195.66,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.67:10000,107.163.195.67,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.74:10000,107.163.195.74,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.76:10000,107.163.195.76,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.77:10000,107.163.195.77,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.78:10000,107.163.195.78,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.79:10000,107.163.195.79,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.80:10000,107.163.195.80,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
107.163.195.82:10000,107.163.195.82,10000,False,,,unknown,美国,,,,美国,resultsUS,local-US,Timeout
